No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
365247,Meridian,Falkenau Recycling Bau GmbH,Hauptstraße 162-168,DE,Mönchengladbach,41050
365248,Meridian,Iserlohn Invest Bau GmbH,Combahnstraße 43,D,Bonn,53225
365249,Meridian,Paderborn Immobilien GbR,Gewerbestr. 6,B,Eynatten,4731
365250,Meridian,Moers Service KG,Talstraße 84,,Eschweiler,52249
365251,Meridian,Neuss Capital GbR,Siemensstraße 5,D,Heinsberg,52525
365252,Meridian,Brackel Haus Service GmbH,Wilma-Witte-Stieg 1,,Hamburg,22047
365253,Meridian,Siegen Werk Bau GmbH,Rheinstraße 21,,Wuppertal,42117
365257,Meridian,Arnsberg Concept AG,Höher Weg 238,D,Düsseldorf,40231
365259,Meridian,Velde Partner AG,Gleuelerstraße 72,D,Frechen,50226
365260,Meridian,Dachstein Resources GmbH,Daimlerstraße 6,D,Hürth,50354
365261,Meridian,Zehm Tech Holding GmbH,Donatusstraße 99,D,Köln,50767
365262,Meridian,Moers Holding SE,Salemstraße 19,D,Remscheid,42853
365263,Meridian,Merker Solutions AG,Jesinghauser Straße 61,DE,Schwelm,58332
365265,Meridian,Viersen Zentrum Bau GmbH,Industriestraße 8,D,Emsbüren,48488
365267,Meridian,Langer Projekt Service GmbH,Rurstraße 49a,D,Linnich,52441
365269,Meridian,Ebert Dienst GmbH & Co. KG,Mönchhaldenstraße 26,D,Stuttgart,70191
365270,Meridian,Brackel Real GbR,Alemannenstraße 10,D,Erkelenz,41812
365271,Meridian,Sander Zentrum GbR,Friedrich-List-Allee,D,Wegberg,41844
365273,Meridian,Eder Haus Verwaltungs GmbH,Am Haas 12b,D,Waldfeucht-Haaren,52525
365274,Meridian,Pfeifer Bau Bau GmbH,Rabenweg 20,D,Gangelt,52538
365276,Meridian,Gerber Park Verwaltungs GmbH,Bouraulerstraße 38,D,Eitorf,53783
365277,Meridian,Rheine Management Technik GmbH,Dennewartstraße 27,D,Aachen,52068
365278,Meridian,Moers Concept GbR,Karl-Müller-Straße 18-42,D,Baiersbronn,72270
365279,Meridian,Gerber Park Technik GmbH,Max-Planck-Straße 40/42,D,Geldern,47608
365280,Meridian,Jäger Partner SE,Wittenberger Straße 21,D,Meerbusch,40640
365281,Meridian,Moers Verwaltung KG,Bataverstraße 21,D,Krefeld,47809
365282,Meridian,Dachstein Consulting OHG,Heinrich-von-Stephan-Str. 11,D,Langenfeld,40764
365283,Meridian,Moers Haus AG,von-Gahlen-Str. 12,D,Baesweiler,52499
365284,Meridian,Merker Energy Technik GmbH,Schmiedegasse 8,D,Hückelhoven,41836
365285,Meridian,Langer Invest SE,Haagstraße 111,D,Kerpen-Blatzheim,50171
365286,Meridian,Hallberg Green Holding GmbH,Windhauser Weg 6,DE,Schwalmtal,41366
365287,Meridian,Arnsberg System SE,Dorfstraße 132,D,Gangelt,52538
365288,Meridian,Wald Real GmbH,Industriestraße 171,D,Heinsberg,52525
365289,Meridian,Ochsner Logistik SE,,D,,
365290,Meridian,Zander Green OHG,Friedrich-Ebert-Straße 13,D,Übach-Palenberg,52531
365291,Meridian,Wald Concept Bau GmbH,Adolf-Damaschke-Straße 6a,D,Brühl,50321
365292,Meridian,Merker Gruppe Holding GmbH,Stormarnstraße 1 - 3,D,Norderstedt,22844
365293,Meridian,Zehm Tech Bau GmbH,Horbeller Str. 18 - 20,D,Köln Marsdorf,50858
365294,Meridian,Sander Smart GmbH,Riedstraße 6,D,Bad Krozingen,79189
365295,Meridian,Mauer Resources GmbH & Co. KG,Industriestraße 1,D,Pulheim,50259
365296,Meridian,Jäger Property Bau GmbH,Buscher Str. 47,D,Hückelhoven,41836
365297,Meridian,Hamm Bau Service GmbH,Hubert-Wienen-Str. 24,D,Aachen,52070
365298,Meridian,Lemgo Resources Technik GmbH,Ernst-Weyden-Str. 13-15,D,Köln,51075
365299,Meridian,Düren Plan KG,Im Tiefenbruch 7,D,Lehrte,31275
365300,Meridian,Quast Zentrum GbR,Rathausplatz 2,D,Monheim am Rhein,40789
365301,Meridian,Xanten Partner AG,Dennewartstr. 1,D,Aachen,52068
365302,Meridian,Unna Construction OHG,Breinderveldweg 11,NL,Schinnen,6365 CM
365303,Meridian,Langer Umwelt OHG,Sachariasstraat 1,NL,Schinnen,6365 BT
365424,Meridian,Wegberg Construction Holding GmbH,Schafberger Straße 4,D,Bautzen,02625
365821,Meridian,Ammer Industrie GmbH,Theodorstr. 280,D,Düsseldorf,40472
365822,Meridian,Wald Dienst Service GmbH,Buchenweg 13,D,Voerde,46562
365823,Meridian,Hamm Estate GbR,Turmstraße 1,D,Geilenkirchen,52511
365824,Meridian,Hammel Property Service GmbH,Hahnengasse 14,D,"Weißenseifen, Gem Wallersheim",54597
365825,Meridian,Imfeld Bau AG,Sperberweg 49,D,Neuss,41468
365826,Meridian,Eder Engineering GmbH & Co. KG,Talbotstraße 19,D,Aachen,52068
365827,Meridian,Altenberg Smart GmbH,Hans-Fehr-Allee 24,DE,Essen,45356
365829,Meridian,Castrop Service GmbH,Rathausstraße 19,D,Niederkassel,53859
365830,Meridian,Thalberg Projekt SE,Sootstraße 22,D,Heinsberg,52525
365831,Meridian,Dreher Estate AG,Landsberger Str. 154,D,München,80339
365832,Meridian,Aachen Logistik Service GmbH,Grenzweg 92,D,Willich,47877
365835,Meridian,Lemgo Solutions Technik GmbH,Gewerbestraße Süd 12,DE,Erkelenz,41812
365836,Meridian,Hamm Tech SE,Silberpappelstraße 3,D,Winnenden,71351
365837,Meridian,Gelsen Holding Holding GmbH,Hof van Salzburg 6,NL,Doetinchem,7007 JT
365838,Meridian,Siegen Holding Holding GmbH,Bonnenbroicher Str. 2-14,,Mönchengladbach,41238
365839,Meridian,Cramer Tech GmbH,Gewerbestraße 2,D,Espelkamp,32339
365840,Meridian,Boden Estate Technik GmbH,Borsigstraße 15,D,Mönchengladbach,41066
365841,Meridian,Zander Wirtschaft GbR,Technologiepark 8,DE,Paderborn,33100
365842,Meridian,Kreis Energy Bau GmbH,Buchenstraße 22,,Hünxe,46569
365843,Meridian,Unna Real GmbH & Co. KG,Paulinenstr. 87,DE,Würselen,52146
365844,Meridian,Thalberg Partner GbR,Martinistr. 67,,Geldern,47608
365845,Meridian,Bergmann Estate GmbH & Co. KG,Industriestraße 52,D,Heinsberg,52525
365846,Meridian,Eder Zentrum AG,Hatzfelder Straße 126,D,Wuppertal,42281
365847,Meridian,Thalberg Engineering Bau GmbH,Am Steinberg 25,D,Düren,52353
365848,Meridian,Bergmann Estate GmbH & Co. KG,Industriestraße 52,D,Heinsberg,52525
365849,Meridian,Brackel Logistik Verwaltungs GmbH,Rudolf-Diesel-Straße 4,D,Meuspath,53520
365850,Meridian,Neuss Verwaltung AG,Ferdinand-Porsche-Straße 11,D,Heinsberg,52525
365851,Meridian,Erkelenz Park Holding GmbH,Greschbachstr. 29,D,Karlsruhe,76229
365852,Meridian,Ulmen Werk SE,Kreuzbreite 29,D,Bückeburg,31675
365853,Meridian,Bremer Zentrum KG,Rathausstraße 8,D,Niederzier,52382
365854,Meridian,Langer Partner AG,Kaiserstraße 14,,München,80801
365855,Meridian,Düren Smart GbR,Hebbelstraße 8,D,Frechen,50226
365856,Meridian,Kleve Materials Technik GmbH,Borghorster Straße 29,D,Laer,48366
365857,Meridian,Neuss Projekt GbR,Ahornweg 4,D,Rees,46459
365858,Meridian,Ochsner Recycling KG,Industriestraße 13,D,Aldenhoven,52457
365860,Meridian,Hückelhoven Gruppe GmbH & Co. KG,Bockholtstraße 106,D,Neuss,41460
365861,Meridian,Imfeld Partner AG,Oberstraße 91,D,Neuss,41460
365864,Meridian,Fröndenberg Logistik Holding GmbH,Ferdinand-Porsche-Str. 2,D,Heinsberg,52525
365865,Meridian,Keller Wirtschaft GmbH & Co. KG,Kirchender Dorfweg 5,D,Herdecke,58313
365866,Meridian,Sohl Capital OHG,Am Brunnenwäldchen 8,,Heinsberg,52525
365867,Meridian,Wegberg Umwelt Holding GmbH,Löhestraße 63,,Hennef,53773
365868,Meridian,Flur Dienst AG,Otto-von-Guericke-Allee 5,,Barleben,39179
365869,Meridian,Ammer Real OHG,Speditionsstr. 23,D,Düsseldorf,40221
365870,Meridian,Regen Resources Service GmbH,Erpen 12,DE,Heinsberg,52525
365871,Meridian,Paderborn Wirtschaft GmbH & Co. KG,Nartenstraße 16-18,DE,Hamburg,21079
365875,Meridian,Thalberg Haus AG,Königsheide 158,D,Dortmund,44359
365898,Meridian,Vogt Green AG,Boos-Fremery-Straße 62,D,Heinsberg,52525
366016,Meridian,Arnsberg Tech KG,Heßlerstraße 53,D,Hamm,59065
366017,Meridian,Düren Plan AG,Alois-Thums-Str. 1-3,D,Nidda,63667
366018,Meridian,Hamm Engineering Bau GmbH,Wassenberger Straße 45,D,Heinsberg,52525
366019,Meridian,Grund Immobilien OHG,"Am Schulhof 1, OT Niedergurig",D,Malschwitz,02694
366020,Meridian,Falkenau Consulting OHG,Jakob-Krebs-Straße 128,D,Willich,47877
366021,Meridian,Siegen Green GmbH,Dechant-Vogt-Straße 5,D,Euskirchen,53879
366022,Meridian,Ebert Werk Service GmbH,Nicolaus-Otto-Straße 6,DE,Olpe,57462
366023,Meridian,Ulmen Green Holding GmbH,Wildpfad 9,D,Hambühren,29313
366024,Meridian,Neuss Immobilien Verwaltungs GmbH,Breiniger Berg 118,D,Stolberg,52223
366025,Meridian,Erkelenz Tech Holding GmbH,Boschstraße 1,D,Marl,45770
366026,Meridian,Ebert Zentrum AG,Hauptstraße 6,D,Walterschen,57632
366027,Meridian,Ulmen System SE,Industriestraße 34,D,Castrop-Rauxel,44577
366028,Meridian,Ulmen Tech Service GmbH,Schwarzer Weg 23,,Wiefelstede,26215
366029,Meridian,Linde Energy KG,Laurentiusstraße 83,DE,Mönchengladbach,41189
366030,Meridian,Fröndenberg Projekt GmbH,Bonnstraße 15-17,D,Frechen,50226
366031,Meridian,Wesel Holding Bau GmbH,Janses Mattes 3,D,Heinsberg,52525
366032,Meridian,Lemgo Service GbR,Theaterstraße 98-102,D,Aachen,52062
366033,Meridian,Gelsen Management GmbH,Salierring 48,D,Köln,50677
366034,Meridian,Kreis Zentrum Bau GmbH,von-Humboldt-Str. 111,D,Geilenkirchen,52511
366035,Meridian,Gelsen Gruppe Holding GmbH,Gartenstraße 5a,D,Bonn,53229
366036,Meridian,Kleve Engineering OHG,Ludwig-Erhard-Str. 12,D,Neufahrn bei München,85374
366037,Meridian,Quast Park Technik GmbH,Sperberweg 2,D,Neuss,41468
366038,Meridian,Aachen Energy KG,Lehmkuhlenweg 9,D,MGladbach,41065
366039,Meridian,Quast Construction GmbH & Co. KG,Hochstraße 40,DE,Brüggen,41379
366041,Meridian,Arnsberg Dienst Holding GmbH,Vinner Straße 175,D,Bielefeld,33729
366043,Meridian,Ulmen Construction SE,Niersstraße 22,D,Mönchengladbach,41189
366044,Meridian,Troisdorf Resources KG,Roermondstraße 10,D,Aachen,52072
366045,Meridian,Gelsen Consulting KG,Zum Plom 12,D,Plauen,08529
366046,Meridian,Dachstein Haus Verwaltungs GmbH,Vollmühle 29,D,Selfkant,52538
366047,Meridian,Erkelenz Dienst GmbH & Co. KG,Am Damm 42,D,Selfkant,52538
366051,Meridian,Xanten Construction Bau GmbH,Ottostraße 13,D,Geilenkirchen,52511
366052,Meridian,Ufer Dienst Technik GmbH,Hesterhörn 4,D,Tangstedt,25499
366053,Meridian,Torf Engineering Verwaltungs GmbH,Waldstraße 2,D,Biebesheim,64584
366054,Meridian,Ulmen Bau SE,Ellinghausen 15,D,Wermelskirchen,42929
366055,Meridian,Neuer System Service GmbH,Boos-Fremery-Str. 62,D,Heinsberg,52525
366056,Meridian,Linde Werk Technik GmbH,Industriestraße 50,DE,Heinsberg,52525
366057,Meridian,Hückelhoven Werk Technik GmbH,Vitusstraße 8,,Heinsberg,52525
366144,Meridian,Brackel Service SE,Karl-Benz-Straße 10,D,Langenfeld,40764
366145,Meridian,Hammel Solutions SE,Probsteistr. 5,D,Stolberg,52222
366146,Meridian,Ilten Industrie SE,Weberstr. 21,D,Gangelt-Birgden,52538
366148,Meridian,Mauer Materials Verwaltungs GmbH,Gropiusplatz 10,D,Stuttgart,70563
366149,Meridian,Unna Management GbR,Hans-Martin-Schleyer-Str. 14,D,Mönchengladbach,41199
366150,Meridian,Iserlohn Immobilien Service GmbH,Georg-Schumann-Straße 313,D,Leipzig,04159
366151,Meridian,Rheine Consulting AG,Franziusstr. 150,D,Dortmund,44147
366152,Meridian,Junker Management SE,Danziger Str. 2,D,Neuss,41460
366153,Meridian,Hammel Green KG,Lange Str. 93,D,Hagenburg,31558
366155,Meridian,Grund Solutions SE,Otto-Brenner-Straße 21,D,Düren,52353
366156,Meridian,Hammel Tech Technik GmbH,Dortmunder Str. 8,D,Wilnsdorf,57234
366157,Meridian,Dorsten Holding Verwaltungs GmbH,Jakob-Kaiser-Straße 1,D,Willich,47877
366158,Meridian,Aachen Consulting Technik GmbH,Winkhausen 76,D,Schmallenberg,57392
366159,Meridian,Unna Bau GmbH & Co. KG,Rue des Trois-Grands 1,B,Grivegne,4030
366160,Meridian,Aachen Immobilien Service GmbH,Am Birnbaum 17,D,Heinsberg,52525
366161,Meridian,Cramer Park Technik GmbH,Gewerbestr. Süd 14,D,Erkelenz,41812
366162,Meridian,Quast Resources SE,Turpinstraße 19,D,Aachen,52066
366163,Meridian,Torf Dienst Holding GmbH,Johann-Gutenberg-Str. 5,D,Zschettgau,04838
366164,Meridian,Hammel Dienst Verwaltungs GmbH,Lambertistraße 22 b,D,Ahlen-Dolberg,59229
366165,Meridian,Neuss Haus KG,Johann-Plum-Platz 4,D,Geilenkirchen,52511
366166,Meridian,Aachen Bau Technik GmbH,Neuenhöfer Allee 50,D,Köln,50935
366167,Meridian,Grund System Bau GmbH,Waldfeuchterstraße 113,D,Heinsberg-Kirchhoven,52525
366168,Meridian,Ulmen Logistik Holding GmbH,Barcelonawag 14,D,Dortmund,44269
366169,Meridian,Wegberg Service Technik GmbH,Frische Luft 155,D,Dortmund,44319
366170,Meridian,Geilenkirchen Gruppe Verwaltungs GmbH,In de Mees 6,D,Eyendorf,21376
366171,Meridian,Iserlohn Werk Service GmbH,Mathias-Loi-Straße 1,,Bönitz,04924
366172,Meridian,Quast Recycling KG,Atelierstraße 5,D,Erkelenz,41812
366173,Meridian,Zander Bau Holding GmbH,Dießemer Bruch 54,D,Krefeld,47805
366174,Meridian,Gerber Consulting Technik GmbH,Derner Straße 342-344,,Dortmund,44329
366175,Meridian,Langer Consulting SE,Waltherstraße 80,DE,Köln,51069
366176,Meridian,Wald Service GbR,Krefelder Straße 30,DE,Erkelenz,41812
366177,Meridian,Heinsberg Service GmbH,Hugo-Junkers-Straße 82,D,Köln,50739
366178,Meridian,Viersen Engineering AG,Alt Bossel 6,D,Sprockhövel,45549
366179,Meridian,Hamm Real GmbH,Resedaweg 15,,Lingen,49811
366180,Meridian,Cramer Logistik GmbH & Co. KG,Werner v. Siemensstr. 3,D,Fröndenberg,58730
366181,Meridian,Ilten Solutions Holding GmbH,Gangolfusstraße 34,D,Heinsberg,52525
366182,Meridian,Thalberg Management SE,Wiedenhaufe 8,D,Schwelm,58332
366183,Meridian,Moers Concept GmbH,Finkenstraße 14,D,Lennestadt,57368
366184,Meridian,Olfen Umwelt Verwaltungs GmbH,Porschestraße 6,DE,Hückelhoven,41836
366185,Meridian,Velde Haus Holding GmbH,Erkelenzer Straße 109,D,Wassenberg,41849
366186,Meridian,Hallberg Management Verwaltungs GmbH,Junkersring 65 c,D,Troisdorf,53844
366187,Meridian,Altenberg Zentrum AG,Birkenweg 12,D,Westerhorn,25364
366188,Meridian,Merker Construction GbR,Am Großmarkt 25a,D,Herne,44653
366189,Meridian,Aachen Concept KG,Vorster Straße 3-9,D,Viersen,41748
366190,Meridian,Quast Engineering OHG,Vorster Straße 76,D,Viersen,41748
366191,Meridian,Olpe Engineering Service GmbH,Wassenberger Straße 59,D,Heinsberg,52525
366192,Meridian,Dachstein Facility GmbH & Co. KG,Höhenweg 1,D,Nettetal,41334
366193,Meridian,Xaver Energy GmbH & Co. KG,Bleichgraben 11,D,Coesfeld,48653
366194,Meridian,Neuss Green Bau GmbH,Heiligegeistkirchplatz 1,D,Berlin,10178
366195,Meridian,Eder Zentrum GmbH,Sunderweg 11,D,Gevelsberg,58285
366197,Meridian,Paderborn Concept AG,Sittardheide 7,D,Mönchengladb.,41179
366198,Meridian,Gelsen Logistik Holding GmbH,Bergstraße 4,D,Waldfeucht-Haaren,52525
366199,Meridian,Velde Energy KG,Hubert-Underberg-Allee 18,D,Rheinberg,47495
366200,Meridian,Junker Bau OHG,Annastraße 9,D,Mering,86415
366201,Meridian,Xanten Real Bau GmbH,Auf dem Viller 13,D,Wassenberg,41849
366202,Meridian,Zehm Tech Holding GmbH,Gerhard-Schümmer-Straße 13,D,Geilenkirchen,52511
366203,Meridian,Mauer Energy GmbH,Lindenstraße 194,D,Heinsberg,52525
366204,Meridian,Rheine Resources Verwaltungs GmbH,Holzgraben 11,D,Aachen,52062
366205,Meridian,Olfen Service Verwaltungs GmbH,Rodebachstraße 160,D,Gangelt,52538
366206,Meridian,Reuter Werk SE,Ferdinand-Clasen-Str. 29,D,Erkelenz,41812
366207,Meridian,Brackel Real Verwaltungs GmbH,Graf-Adolf-Str. 114,D,Wuppertal,42119
366209,Meridian,Hamm Management SE,Linderner Straße 32,D,Heinsberg,52525
366211,Meridian,Bremer Management Service GmbH,Ruhrtalstr. 28,D,Essen,45239
366212,Meridian,Ufer Zentrum Service GmbH,Wey 75-77,D,Jüchen,41363
366213,Meridian,Olfen System Technik GmbH,Marie-Juchaczstr. 11b,D,Kempen,47906
366214,Meridian,Torf Facility GmbH,Neumannstraße 10,D,Düsseldorf,40235
366215,Meridian,Pfahl Tech SE,Gottlieb-Daimler-Str. 6,D,Erdmannhausen,71729
366216,Meridian,Ammer Invest KG,Hahnerberger Str. 279,D,Wuppertal,42349
366217,Meridian,Ochsner Industrie GmbH & Co. KG,Johann Plum Platz 4,D,Geilenkirchen,52511
366218,Meridian,Sander Recycling Verwaltungs GmbH,Kirschbaumweg 28 c,D,Köln,50996
366220,Meridian,Ebert Dienst Bau GmbH,Südstraße 25,D,Kamp-Lintfort,47475
366221,Meridian,Neuer Holding GmbH,Von-Hünefeld-Straße 83,D,Köln,50829
366222,Meridian,Wesel Management Service GmbH,Weberstr.21,D,Gangelt,52538
366223,Meridian,Düren Haus Verwaltungs GmbH,Rodenkirchener Straße 198,D,Wesseling,50389
366224,Meridian,Gerber Materials AG,Rondorfer Straße 32,D,Hürth,50354
366225,Meridian,Wegberg Engineering Bau GmbH,Großhülsen 18,D,Hilden,40721
366227,Meridian,Mauer Solutions AG,Max-Planck-Straße 1,,Erkrath,40699
366228,Meridian,Sohl Facility Service GmbH,Franz-Hennes-Straße 14,D,Frechen,50226
366229,Meridian,Olpe Consulting GmbH & Co. KG,Drehturm - Belvedereallee 5,D,Aachen,52070
366230,Meridian,Paderborn Real Technik GmbH,Welserstraße 1,D,Neuss,41468
366231,Meridian,Iserlohn Estate OHG,Mathias-Brüggen-Straße 55,D,Köln,50829
366232,Meridian,Ufer System Service GmbH,Stromberger Straße 201,D,Beckum,59269
366233,Meridian,Junker Engineering Service GmbH,Am Gut Wolf 2a,D,Aachen,52070
366234,Meridian,Neuer Holding KG,Grau-Bickelheimer Str. 72,D,Sprendlingen,55576
366235,Meridian,Cramer Property AG,Siemensstraße 31,D,Altenberge,48341
366236,Meridian,Eder Logistik Verwaltungs GmbH,Thurn-und-Taxis-Straße 14,D,Nürnberg,90411
366237,Meridian,Wesel Park SE,Bruchfeld 60,D,Krefeld,47809
366238,Meridian,Heinsberg Projekt AG,Flemingstraße 20 - 22,D,Fulda,36041
366239,Meridian,Merker Projekt Service GmbH,Luxemburger Straße 21,D,Erkelenz,41812
366240,Meridian,Iserlohn System KG,An der Zikkurat 4,D,Mechernich,53894
366241,Meridian,Gerber Holding OHG,Breslauer Straße 1,DE,Heinsberg,52525
366242,Meridian,Moers Haus OHG,Johannes-Junglas-Straße 17,,Koblenz,56073
366243,Meridian,Ulmen Service SE,Marie-Curie-Straße 5,,Rees,46459
366244,Meridian,Rheine Immobilien OHG,Heinz-Bäcker-Straße 26,,Essen,45356
366245,Meridian,Thalberg Construction SE,Sigmundstrasse 182,,Nürnberg,90431
366333,Meridian,Vogt Holding AG,Max-Eyth-Straße 9,DE,Dinslaken,46539
366458,Meridian,Xaver Bau Technik GmbH,,,,
366609,Meridian,Moers Solutions GmbH,Carl-Zeiss-Straße 1,D,Offenburg,77656
366610,Meridian,Bergmann Capital KG,Dresdener Str. 5-7,D,Aachen,52068
366611,Meridian,Kleve Logistik GbR,Schutterwälder Str. 4,D,Ottendorf-Okrilla,01458
366622,Meridian,Moers Concept Bau GmbH,Wilhelm-Röntgen-Straße 1,D,Baesweiler,52499
366630,Meridian,Wenger Werk GmbH,Fonger 41,D,Willich-Schiefbahn,47877
366632,Meridian,Dreher Industrie GmbH,Industriestraße 70,D,Wesseling,50389
366643,Meridian,Ammer Immobilien KG,Industriestraße 25,D,Zülpich,53909
366644,Meridian,Kreis Zentrum Service GmbH,Niedervorschützer Str. 15,D,Felsberg,34587
366646,Meridian,Lemgo Smart Holding GmbH,Nieuwstadterweg 21,NL,KN Sittard,6136
366648,Meridian,Junker Park Service GmbH,Neustraße 21,D,Gangelt,52538
366650,Meridian,Emden Capital Service GmbH,Am Pannhaus 2,D,Geilenkirchen,52511
366651,Meridian,Castrop Immobilien SE,Auf der Reide 100,D,Düsseldorf,40468
366652,Meridian,Moers Smart GmbH & Co. KG,Deininghauser Weg 81,D,Castrop-Rauxel,44577
366656,Meridian,Ochsner Haus Technik GmbH,Oberpleiser Straße 7,D,Königswinter,53639
366662,Meridian,Pfeifer Projekt SE,Hinter den Höfen 1,D,Rosdorf,37124
366663,Meridian,Olfen Management AG,Mathias-Brüggen-Straße 55,D,Köln,50829
366664,Meridian,Thalberg Tech GmbH,Monnetstraße 24,DE,Würselen,52146
366665,Meridian,Geilenkirchen Werk OHG,Feldstrasse 62,D,Kevelaer,47623
366672,Meridian,Reuter Smart Bau GmbH,Grebbenerstraße 35,DE,Heinsberg,52525
366673,Meridian,Neuss Service Holding GmbH,Schillerstraße 59,DE,Aachen,52064
366754,Meridian,Pfeifer Logistik AG,Rurstraße 97,D,Düren,52349
366755,Meridian,Hamm System AG,Helenenhof,D,Übach-Palenberg,52531
366756,Meridian,Sander Zentrum KG,Fischenicher Str. 40,D,Hürth,50354
366757,Meridian,Mauer Concept GmbH,F.-O.-Schimmel-Straße 15,D,Chemnitz,09120
366758,Meridian,Imfeld Partner Holding GmbH,Am Wasserturm 4,D,Kupferzell,74635
366759,Meridian,Zander Tech Bau GmbH,Bakheide 2a,NL,CB Beesel,5954
366760,Meridian,Reuter Tech OHG,Kantstraße 1,D,Bietigheim-Bissingen,74321
366761,Meridian,Sohl System Holding GmbH,Josef-Spehl-Str. 31,D,Heinsberg,52525
366762,Meridian,Viersen Capital GmbH & Co. KG,Berliner Platz 6-8,D,Essen,45127
366763,Meridian,Boden Umwelt Holding GmbH,Felsenstraße 32,D,Mülheim an der Ruhr,45479
366764,Meridian,Emden Materials OHG,S2 a,D,Erftstadt,50374
366766,Meridian,Neuer Solutions SE,Universitätsstraße 140,D,Bochum,44799
366768,Meridian,Keller Real Service GmbH,Oberbrucher Strasse 2,D,Heinsberg,52525
366769,Meridian,Bremer Energy GmbH,Auf dem Stützelberg,D,Herborn,35745
366770,Meridian,Wenger Service Bau GmbH,Willy-Brandt-Platz 1,D,Bergheim,50126
366771,Meridian,Eder Real SE,Markt 12 b,NL,Vlodrop,6063 AD
366772,Meridian,Flur Verwaltung GmbH & Co. KG,Robert-Bosch-Straße 5,D,Monheim,40789
366773,Meridian,Paderborn Invest GmbH & Co. KG,Römerstraße 68 A,D,Heinsberg,52525
366774,Meridian,Gelsen Concept AG,von-Kettler-Str. 9,D,Heinsberg,52525
366775,Meridian,Zander Engineering AG,Von-Hünefeld-Str. 2,D,Köln,50829
366777,Meridian,Erkelenz Service OHG,Bubenheimer Weg,D,Urmitz/Rhein,56220
366778,Meridian,Cramer Immobilien GbR,Bodelschwingher Straße 144,D,Dortmund,44357
366779,Meridian,Pfahl Construction KG,Bahnhofstraße 69,D,Haan,42781
366780,Meridian,Geilenkirchen Capital Service GmbH,Tonstraße 1,D,Erftstadt,50374
366781,Meridian,Dorsten Green AG,Geminiweg 45,NL,Tilburg,5015 BP
366782,Meridian,Hammel Real Bau GmbH,Hamburger Straße 6,D,Düsseldorf,40221
366783,Meridian,Brackel Energy OHG,Am Langen Graben 3,D,Düren,52353
366784,Meridian,Jäger Capital Bau GmbH,Betzdorfer Straße,D,Niederdreisbach,57520
366785,Meridian,Düren Logistik SE,Telgter Straße 4,D,Sendenhorst,48324
366786,Meridian,Gelsen Dienst GmbH,,D,,
366787,Meridian,Dachstein Invest GmbH & Co. KG,Schillerstraße 26,D,Heinsberg,52525
366788,Meridian,Kreis Umwelt Bau GmbH,Bürdestraße 18,D,Nettetal,41334
366789,Meridian,Xaver Estate OHG,Bahnhofstraße 43,D,Langenfeld,40764
366790,Meridian,Rheine Werk KG,Im Gleisdreieck 5,D,Neuss,41460
366791,Meridian,Wald Bau SE,Industriestraße 11,D,Speichersdorf,95469
366792,Meridian,Keller Facility Holding GmbH,Seidnitzer Weg 13,D,Dresden,01237
366793,Meridian,Erkelenz Solutions KG,Rudolf-Runge-Straße 2,,Bissendorf,49143
366794,Meridian,Xaver Plan GmbH & Co. KG,Kaarster Buscherhöfe,D,Kaarst,41564
366795,Meridian,Wesel Verwaltung GmbH,Carl-Zeiss-Straße 38,D,Alsdorf,52477
366796,Meridian,Viersen Facility GbR,Kurt-Schumacher-Allee 1,D,Recklinghausen,45657
366797,Meridian,Viersen Consulting GbR,Freistuhl 7,D,Dortmund,44137
366798,Meridian,Wesel Management AG,Bochumer Straße 2,D,Recklinghausen,45661
366799,Meridian,Jülich Dienst OHG,Birkach 42,DE,Herrieden,91567
366800,Meridian,Wesel Haus Holding GmbH,Holzmarkt 71,D,Köln,50676
366801,Meridian,Ulmen Haus AG,Schloßstraße 62,D,Mönchengladbach,41238
366802,Meridian,Neuss Holding GbR,Obenrohleder 1,DE,Wuppertal,42111
366803,Meridian,Castrop Estate Verwaltungs GmbH,Kanalstraße 25,D,Dortmund,44147
366804,Meridian,Wegberg Projekt Verwaltungs GmbH,,,,
366805,Meridian,Siegen Recycling OHG,Hehner Straße 105 a,D,Mönchengladbach,41069
366806,Meridian,Xanten Gruppe SE,Widdersdorfer Straße 205,D,Köln,50825
366807,Meridian,Junker Zentrum GbR,Brunnenstr. 16-18,D,Pulheim,50259
366808,Meridian,Thalberg Engineering GbR,Im Weidchen 18,D,Düren,52353
366809,Meridian,Paderborn Management KG,Kreuzweg 38,D,Herten,45701
366810,Meridian,Ebert Service Verwaltungs GmbH,Lehmkamp 3,DE,Süsel,23701
366811,Meridian,Hückelhoven Materials Service GmbH,Zum Güterbahnhof 1,D,Willich,47877
366812,Meridian,Wesel Property Verwaltungs GmbH,Waldenserstraße 2-4,DE,Berlin,10551
366813,Meridian,Emden Solutions AG,Burgstraße 22,D,Bornheim,53332
366814,Meridian,Hammel Real Bau GmbH,Gotlandstr. 15,D,Köln,51107
366815,Meridian,Eder Materials AG,Volmerswerther Straße 427,DE,Düsseldorf,40221
366816,Meridian,Fröndenberg Real Service GmbH,Hundertsweg 21-27,D,Aachen,52076
366817,Meridian,Linde Gruppe GmbH & Co. KG,Zum Hagelkreuz 16,,Eschweiler,52249
